"Site","SiteName","VEGID","Type","LAT","LONG","ALTITUDE","Aspect","Slope","Description","Understory","Moss","H2O","Edge","habitat","edgedist","edgetype","pforest.","sforest.","natdist.","pasture.","coffee.","note","Area_Basal","Group_cover","Subcanopy","Sitio","HabitatSitio","Fecha","Hora","Cielo","Viento","Rio","Sequence","Especies","Abundancia","Replica"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","SPINOT",4,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","CONCOO",1,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","CAMZON",1,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","SETGRA",2,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","ACCCHI",1,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","MNIVAR",1,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","CYASTE",2,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","SETVIR",2,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","MYIPIC",2,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","PENNIG",1,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","VIRPHI",1,"1"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","AIMRUS*",1,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","CANMOD",1,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","SEIAUR",1,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","AMACYC*",2,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","PIRRUB",1,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","EUPNAN",4,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","2/12/2016","07:41",4,1,0,"G/B/M","AMAALB",2,"2"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","MELFOR",1,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","SPINOT",4,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","CONCOO",1,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","CAMZON",1,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","SETGRA",2,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","ACCCHI",1,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","MNIVAR",1,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","CYASTE",2,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","SETVIR",2,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","MYIPIC",2,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","PENNIG",1,"3"
16,"Bosque de Allan","16P","F","15.16482789","-87.50223292","1200.00",-1,"S","Gap, continuous forest along ride, forest less than 100m across in many area but ~ 100m across in all directions at point, location is complex with riparian veg lower and patches of grass and shrub interspersed with the forest","I","VERDADERO","FALSO","VERDADERO","SF",80,"PASTURE",0,91,0,9,0,"",12,13,7,"16","16F","03/14/2016","07:49",0,2,0,"G/B/M","VIRPHI",1,"3"
17,"Finca de Sixto","17P","C","15.15633778","-87.51339602","1273.00",140,"E","High slope, forest>200m, other café plots adjacent with a field between the next plot to south. Age~5, WWater likely with 200m, forest on adjacent slope. Herbinide use obvious. many other small farms adjacent.","D","FALSO","FALSO","VERDADERO","AF",30,"PASTURE/ROAD",0,0,0,22,78,"",17.4,12,7,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","VERCRY",1,"1"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","SETGRA",2,"1"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","SETMAG",1,"1"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","VIRPHI",1,"1"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","MYITUB",1,"1"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","VERCRY",1,"2"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","SETGRA",2,"2"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","SETMAG",1,"2"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","VIRPHI",1,"2"
18,"Finca de Norma 2","18P","F","15.18655563","-87.46586401","856.00",162,"S","Extensive strip/patch of forest, mainly pine and scarace oak. This point is slightly lower and characterized by tall woody shrubs, short grass, and a higher density of encino.  Roble is also present.  Grazing along defined paths is evident. More pine up slope.","P","VERDADERO","FALSO","FALSO","SF",0,NA,0,100,0,0,0,"",8.6,11,9,"18","18F","03/17/2016","13:09",0,2,0,"B/G/M","MYITUB",1,"2"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","PSAMON",2,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","AMAALB",11,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","PSAWAG",20,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","EUPNAN",5,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","LEPVEX*",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","STRZON",2,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","MELAUR",2,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","SALATR",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","QUIMEX",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","TAPNAE",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","DIVDIV",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","EMPFLT*",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/3/2016","09:20",2,1,0,"B/G/M","SETVIR",2,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","PSIHOL",15,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","PSAWAG",10,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","DIVDIV",2,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","PSAMON",3,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","MOMMOM",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","OREPER",2,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","MELAUR",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","COLRUB",1,"1"
19,"Finca de Mario","19P","C","15.14629039","-87.50387502","1141.00",294,"M","Age~5, moderate salope farm, hilly terrain, mostly old C plants, some spaced further apart, ~2m, allowing cover of forbs, other areas more dense >3m with leaf litter. Organic, Shade trees mature, very tall. Boularo planted, others natural","I","FALSO","VERDADERO","VERDADERO","AF",70,"PASTURE",0,0,0,13,87,"400m from adj forest pt (43)",34.5,9,11,"19","19C","3/8/2016","07:24",1,1,0,"G/B/M","PSIMOR",2,"1"
